DepartamentoCodigo,Departamento,MunicipioCodigo,Municipio,Año,IRCA,Nivel de riesgo,IRCAurbano,Nivel de riesgo urbano,IRCArural,Nivel de riesgo rural
70,Sucre,70235,Galeras,2017,53,Riesgo alto,48.5,Riesgo alto,ND,ND
70,Sucre,70235,Galeras,2018,12,Riesgo bajo,12.0,Riesgo bajo,ND,ND
70,Sucre,70235,Galeras,2019,18.8,Riesgo medio,ND,ND,ND,ND
70,Sucre,70235,Galeras,2020,50,Riesgo alto,50.0,Riesgo alto,ND,ND
70,Sucre,70235,Galeras,2021,13.1,Riesgo bajo,13.1,Riesgo bajo,ND,ND
70,Sucre,70235,Galeras,2022,8.1,Riesgo bajo,8.1,Riesgo bajo,ND,ND
70,Sucre,70235,Galeras,2023,4.6,Sin riesgo,4.6,Sin riesgo,ND,ND
70,Sucre,70265,Guaranda,2007,54.8,Riesgo alto,54.8,Riesgo alto,ND,ND
70,Sucre,70265,Guaranda,2008,36.8,Riesgo alto,36.8,Riesgo alto,ND,ND
70,Sucre,70265,Guaranda,2009,41,Riesgo alto,41.0,Riesgo alto,ND,ND
70,Sucre,70265,Guaranda,2010,39.2,Riesgo alto,39.2,Riesgo alto,ND,ND
73,Tolima,73616,Rioblanco,2010,2.6,Sin riesgo,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2011,7.4,Riesgo bajo,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2012,14.9,Riesgo medio,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2013,11.6,Riesgo bajo,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2014,14.3,Riesgo medio,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2015,16.5,Riesgo medio,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2016,13.3,Riesgo bajo,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2017,16.4,Riesgo medio,ND,ND,ND,ND
73,Tolima,73616,Rioblanco,2018,4.7,Sin riesgo,4.7,Sin riesgo,ND,ND
73,Tolima,73616,Rioblanco,2019,6.1,Riesgo bajo,6.1,Riesgo bajo,ND,ND
73,Tolima,73616,Rioblanco,2020,0,Sin riesgo,0.0,Sin riesgo,ND,ND
73,Tolima,73616,Rioblanco,2021,9.9,Riesgo bajo,9.9,Riesgo bajo,ND,ND
73,Tolima,73616,Rioblanco,2022,2.1,Sin riesgo,2.1,Sin riesgo,ND,ND
73,Tolima,73616,Rioblanco,2023,1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
73,Tolima,73622,Roncesvalles,2007,30.1,Riesgo medio,ND,ND,ND,ND
73,Tolima,73622,Roncesvalles,2008,70.3,Riesgo alto,ND,ND,ND,ND
73,Tolima,73622,Roncesvalles,2009,66.1,Riesgo alto,ND,ND,ND,ND
73,Tolima,73622,Roncesvalles,2010,69.3,Riesgo alto,ND,ND,ND,ND
05,Antioquia,05001,Medellín,2007,2.3,Sin riesgo,0.2,Sin riesgo,3.9,Sin riesgo
05,Antioquia,05001,Medellín,2008,1.8,Sin riesgo,0.1,Sin riesgo,4.0,Sin riesgo
05,Antioquia,05001,Medellín,2009,1.3,Sin riesgo,0.4,Sin riesgo,2.7,Sin riesgo
05,Antioquia,05001,Medellín,2010,1.4,Sin riesgo,0.5,Sin riesgo,2.6,Sin riesgo
05,Antioquia,05001,Medellín,2011,1.9,Sin riesgo,0.5,Sin riesgo,3.6,Sin riesgo
05,Antioquia,05001,Medellín,2012,0.4,Sin riesgo,0.0,Sin riesgo,0.8,Sin riesgo
05,Antioquia,05001,Medellín,2013,0,Sin riesgo,ND,ND,0.0,Sin riesgo
05,Antioquia,05001,Medellín,2014,1.8,Sin riesgo,1.0,Sin riesgo,2.9,Sin riesgo
05,Antioquia,05001,Medellín,2015,1.4,Sin riesgo,0.5,Sin riesgo,3.0,Sin riesgo
05,Antioquia,05001,Medellín,2016,2.4,Sin riesgo,0.7,Sin riesgo,4.5,Sin riesgo
05,Antioquia,05001,Medellín,2017,0.9,Sin riesgo,0.4,Sin riesgo,1.8,Sin riesgo
05,Antioquia,05001,Medellín,2018,0.7,Sin riesgo,0.5,Sin riesgo,0.9,Sin riesgo
05,Antioquia,05001,Medellín,2019,2.1,Sin riesgo,1.7,Sin riesgo,2.7,Sin riesgo
05,Antioquia,05001,Medellín,2020,2.2,Sin riesgo,1.3,Sin riesgo,3.3,Sin riesgo
05,Antioquia,05001,Medellín,2021,2.5,Sin riesgo,1.3,Sin riesgo,4.2,Sin riesgo
05,Antioquia,05001,Medellín,2022,2.9,Sin riesgo,1.9,Sin riesgo,6.8,Riesgo bajo
05,Antioquia,05001,Medellín,2023,1.5,Sin riesgo,1.1,Sin riesgo,2.9,Sin riesgo
05,Antioquia,05002,Abejorral,2007,6.4,Riesgo bajo,6.4,Riesgo bajo,ND,ND
05,Antioquia,05002,Abejorral,2008,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2009,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2010,25.2,Riesgo medio,8.6,Riesgo bajo,63.0,Riesgo alto
05,Antioquia,05002,Abejorral,2011,16.2,Riesgo medio,3.1,Sin riesgo,52.1,Riesgo alto
05,Antioquia,05002,Abejorral,2012,1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2013,2,Sin riesgo,2.0,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2014,1,Sin riesgo,1.0,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2015,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2016,0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2017,2.5,Sin riesgo,2.5,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2018,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2019,0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2020,0.5,Sin riesgo,0.5,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2021,1.7,Sin riesgo,1.7,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2022,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05002,Abejorral,2023,0.5,Sin riesgo,0.5,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2007,15.2,Riesgo medio,15.2,Riesgo medio,ND,ND
05,Antioquia,05004,Abriaquí,2008,5.1,Riesgo bajo,5.1,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2009,1.5,Sin riesgo,1.5,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2010,16.5,Riesgo medio,1.4,Sin riesgo,47.7,Riesgo alto
05,Antioquia,05004,Abriaquí,2011,19.4,Riesgo medio,2.9,Sin riesgo,36.5,Riesgo alto
05,Antioquia,05004,Abriaquí,2012,7.2,Riesgo bajo,7.2,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2013,5.8,Riesgo bajo,5.8,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2014,6.1,Riesgo bajo,6.1,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2015,4.6,Sin riesgo,4.6,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2016,10.6,Riesgo bajo,10.6,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2017,1.3,Sin riesgo,1.3,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2018,4.4,Sin riesgo,4.4,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2019,3.4,Sin riesgo,3.4,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2020,1.8,Sin riesgo,1.8,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2021,3,Sin riesgo,3.0,Sin riesgo,ND,ND
05,Antioquia,05004,Abriaquí,2022,6.5,Riesgo bajo,6.5,Riesgo bajo,ND,ND
05,Antioquia,05004,Abriaquí,2023,10.2,Riesgo bajo,10.2,Riesgo bajo,ND,ND
05,Antioquia,05021,Alejandría,2007,13.8,Riesgo bajo,13.8,Riesgo bajo,ND,ND
05,Antioquia,05021,Alejandría,2008,4.4,Sin riesgo,4.4,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2009,2,Sin riesgo,2.0,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2010,2.9,Sin riesgo,2.9,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2011,3.9,Sin riesgo,3.9,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2012,19.1,Riesgo medio,19.1,Riesgo medio,ND,ND
05,Antioquia,05021,Alejandría,2013,9.1,Riesgo bajo,9.1,Riesgo bajo,ND,ND
05,Antioquia,05021,Alejandría,2014,8.9,Riesgo bajo,8.9,Riesgo bajo,ND,ND
05,Antioquia,05021,Alejandría,2015,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2016,2.7,Sin riesgo,2.7,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2017,1,Sin riesgo,1.1,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2018,2.5,Sin riesgo,2.5,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2019,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2020,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2021,1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2022,1.5,Sin riesgo,1.5,Sin riesgo,ND,ND
05,Antioquia,05021,Alejandría,2023,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2007,3.6,Sin riesgo,3.6,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2008,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2009,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2010,35.7,Riesgo alto,4.2,Sin riesgo,59.9,Riesgo alto
05,Antioquia,05030,Amagá,2011,42.1,Riesgo alto,18.4,Riesgo medio,85.9,Inviable sanitariamente
05,Antioquia,05030,Amagá,2012,4.3,Sin riesgo,4.3,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2013,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2014,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2015,4,Sin riesgo,4.0,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2016,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2017,1.7,Sin riesgo,1.4,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2018,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05030,Amagá,2019,3.8,Sin riesgo,1.7,Sin riesgo,80.7,Inviable sanitariamente
05,Antioquia,05030,Amagá,2020,38.6,Riesgo alto,1.8,Sin riesgo,57.6,Riesgo alto
05,Antioquia,05030,Amagá,2021,49.9,Riesgo alto,3.5,Sin riesgo,66.8,Riesgo alto
05,Antioquia,05030,Amagá,2022,47.7,Riesgo alto,1.9,Sin riesgo,64.9,Riesgo alto
05,Antioquia,05030,Amagá,2023,47.5,Riesgo alto,0.8,Sin riesgo,61.9,Riesgo alto
05,Antioquia,05031,Amalfi,2007,2.2,Sin riesgo,2.2,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2008,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2009,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2010,1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2011,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2012,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2013,4.2,Sin riesgo,4.2,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2014,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2015,1.1,Sin riesgo,1.1,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2016,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2017,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2018,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2019,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2020,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2021,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2022,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05031,Amalfi,2023,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2007,2.3,Sin riesgo,2.3,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2008,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2009,2.6,Sin riesgo,2.6,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2010,20.2,Riesgo medio,2.8,Sin riesgo,87.8,Inviable sanitariamente
05,Antioquia,05034,Andes,2011,22.7,Riesgo medio,1.6,Sin riesgo,61.9,Riesgo alto
05,Antioquia,05034,Andes,2012,4.3,Sin riesgo,4.3,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2013,4.1,Sin riesgo,4.1,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2014,11.2,Riesgo bajo,0.2,Sin riesgo,91.4,Inviable sanitariamente
05,Antioquia,05034,Andes,2015,4.8,Sin riesgo,4.8,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2016,1.7,Sin riesgo,ND,ND,ND,ND
05,Antioquia,05034,Andes,2017,1.9,Sin riesgo,ND,ND,ND,ND
05,Antioquia,05034,Andes,2018,3,Sin riesgo,3.0,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2019,2.4,Sin riesgo,2.4,Sin riesgo,ND,ND
05,Antioquia,05034,Andes,2020,1.1,Sin riesgo,0.5,Sin riesgo,4.2,Sin riesgo
05,Antioquia,05034,Andes,2021,1.9,Sin riesgo,2.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05034,Andes,2022,0.4,Sin riesgo,0.3,Sin riesgo,1.4,Sin riesgo
05,Antioquia,05034,Andes,2023,0.3,Sin riesgo,0.4,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05036,Angelópolis,2007,15.7,Riesgo medio,15.7,Riesgo medio,ND,ND
05,Antioquia,05036,Angelópolis,2008,2.2,Sin riesgo,2.2,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2009,1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2010,16.5,Riesgo medio,5.6,Riesgo bajo,58.0,Riesgo alto
05,Antioquia,05036,Angelópolis,2011,60.1,Riesgo alto,23.3,Riesgo medio,86.9,Inviable sanitariamente
05,Antioquia,05036,Angelópolis,2012,32.7,Riesgo medio,16.7,Riesgo medio,68.6,Riesgo alto
05,Antioquia,05036,Angelópolis,2013,4.5,Sin riesgo,4.5,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2014,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2015,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2016,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2017,2.1,Sin riesgo,2.1,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2018,2.5,Sin riesgo,2.5,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2019,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05036,Angelópolis,2020,19.5,Riesgo medio,0.5,Sin riesgo,97.7,Inviable sanitariamente
05,Antioquia,05036,Angelópolis,2021,28.3,Riesgo medio,3.3,Sin riesgo,82.8,Inviable sanitariamente
05,Antioquia,05036,Angelópolis,2022,28.1,Riesgo medio,0.0,Sin riesgo,78.7,Riesgo alto
05,Antioquia,05036,Angelópolis,2023,23.2,Riesgo medio,0.7,Sin riesgo,65.8,Riesgo alto
05,Antioquia,05038,Angostura,2007,3,Sin riesgo,3.0,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2008,17.1,Riesgo medio,17.1,Riesgo medio,ND,ND
05,Antioquia,05038,Angostura,2009,6.6,Riesgo bajo,6.6,Riesgo bajo,ND,ND
05,Antioquia,05038,Angostura,2010,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2011,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2012,2.3,Sin riesgo,2.3,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2013,3,Sin riesgo,3.0,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2014,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2015,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2016,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2017,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2018,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05038,Angostura,2019,2.9,Sin riesgo,0.1,Sin riesgo,12.0,Riesgo bajo
05,Antioquia,05038,Angostura,2020,3,Sin riesgo,0.0,Sin riesgo,10.0,Riesgo bajo
05,Antioquia,05038,Angostura,2021,14,Riesgo bajo,4.2,Sin riesgo,29.9,Riesgo medio
05,Antioquia,05038,Angostura,2022,10.2,Riesgo bajo,0.7,Sin riesgo,27.7,Riesgo medio
05,Antioquia,05038,Angostura,2023,12.6,Riesgo bajo,0.0,Sin riesgo,26.4,Riesgo medio
05,Antioquia,05040,Anorí,2007,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2008,2.7,Sin riesgo,2.7,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2009,2.8,Sin riesgo,2.8,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2010,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2011,7.4,Riesgo bajo,3.3,Sin riesgo,55.8,Riesgo alto
05,Antioquia,05040,Anorí,2012,1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2013,5.7,Riesgo bajo,5.7,Riesgo bajo,ND,ND
05,Antioquia,05040,Anorí,2014,4.9,Sin riesgo,4.9,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2015,1.9,Sin riesgo,1.9,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2016,1.2,Sin riesgo,1.2,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2017,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2018,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2019,0.6,Sin riesgo,0.6,Sin riesgo,ND,ND
05,Antioquia,05040,Anorí,2020,0.2,Sin riesgo,0.0,Sin riesgo,0.9,Sin riesgo
05,Antioquia,05040,Anorí,2021,0.1,Sin riesgo,0.1,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05040,Anorí,2022,1,Sin riesgo,1.2,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05040,Anorí,2023,0.3,Sin riesgo,0.2,Sin riesgo,0.8,Sin riesgo
05,Antioquia,05042,Santa Fé de Antioquia,2007,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2008,0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2009,2.7,Sin riesgo,2.7,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2010,1.9,Sin riesgo,1.9,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2011,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2012,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2013,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2014,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2015,4,Sin riesgo,4.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2016,0,Sin riesgo,ND,ND,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2017,0,Sin riesgo,ND,ND,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2018,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2019,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2020,2.2,Sin riesgo,0.1,Sin riesgo,10.8,Riesgo bajo
05,Antioquia,05042,Santa Fé de Antioquia,2021,4,Sin riesgo,1.4,Sin riesgo,96.4,Inviable sanitariamente
05,Antioquia,05042,Santa Fé de Antioquia,2022,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05042,Santa Fé de Antioquia,2023,3.9,Sin riesgo,0.1,Sin riesgo,12.9,Riesgo bajo
05,Antioquia,05044,Anzá,2007,0.3,Sin riesgo,0.3,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2008,2.3,Sin riesgo,2.3,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2009,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2010,35.5,Riesgo alto,5.9,Riesgo bajo,96.4,Inviable sanitariamente
05,Antioquia,05044,Anzá,2011,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2012,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2013,4,Sin riesgo,4.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2014,1,Sin riesgo,1.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2015,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2016,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2017,1.6,Sin riesgo,1.6,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2018,0.5,Sin riesgo,0.5,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2019,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2020,26.6,Riesgo medio,0.0,Sin riesgo,97.4,Inviable sanitariamente
05,Antioquia,05044,Anzá,2021,0.8,Sin riesgo,0.8,Sin riesgo,ND,ND
05,Antioquia,05044,Anzá,2022,19,Riesgo medio,0.5,Sin riesgo,87.3,Inviable sanitariamente
05,Antioquia,05044,Anzá,2023,21.5,Riesgo medio,3.4,Sin riesgo,90.3,Inviable sanitariamente
05,Antioquia,05045,Apartadó,2007,2,Sin riesgo,2.0,Sin riesgo,ND,ND
05,Antioquia,05045,Apartadó,2008,0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2009,0.1,Sin riesgo,0.0,Sin riesgo,1.8,Sin riesgo
05,Antioquia,05045,Apartadó,2010,0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2011,0.3,Sin riesgo,0.3,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2012,0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2013,6.7,Riesgo bajo,6.9,Riesgo bajo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2014,1.7,Sin riesgo,1.4,Sin riesgo,2.3,Sin riesgo
05,Antioquia,05045,Apartadó,2015,0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2016,0.2,Sin riesgo,ND,ND,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2017,0.2,Sin riesgo,ND,ND,ND,ND
05,Antioquia,05045,Apartadó,2018,0.8,Sin riesgo,1.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2019,0.5,Sin riesgo,0.7,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2020,3.5,Sin riesgo,4.1,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05045,Apartadó,2021,2.4,Sin riesgo,0.0,Sin riesgo,8.6,Riesgo bajo
05,Antioquia,05045,Apartadó,2022,3.2,Sin riesgo,0.0,Sin riesgo,11.2,Riesgo bajo
05,Antioquia,05045,Apartadó,2023,0,Sin riesgo,0.0,Sin riesgo,0.0,Sin riesgo
05,Antioquia,05051,Arboletes,2007,21,Riesgo medio,21.0,Riesgo medio,ND,ND
05,Antioquia,05051,Arboletes,2008,6.2,Riesgo bajo,6.2,Riesgo bajo,ND,ND
05,Antioquia,05051,Arboletes,2009,9.7,Riesgo bajo,9.7,Riesgo bajo,ND,ND
05,Antioquia,05051,Arboletes,2010,0.7,Sin riesgo,0.7,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2011,22.6,Riesgo medio,8.8,Riesgo bajo,100.0,Inviable sanitariamente
05,Antioquia,05051,Arboletes,2012,3.2,Sin riesgo,3.2,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2013,3.4,Sin riesgo,3.4,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2014,5.2,Riesgo bajo,5.2,Riesgo bajo,ND,ND
05,Antioquia,05051,Arboletes,2015,0.1,Sin riesgo,0.1,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2016,0,Sin riesgo,0.0,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2017,0.5,Sin riesgo,0.5,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2018,1.9,Sin riesgo,1.9,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2019,2.4,Sin riesgo,2.4,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2020,10.9,Riesgo bajo,10.9,Riesgo bajo,ND,ND
05,Antioquia,05051,Arboletes,2021,1.7,Sin riesgo,1.7,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2022,0.4,Sin riesgo,0.4,Sin riesgo,ND,ND
05,Antioquia,05051,Arboletes,2023,0.9,Sin riesgo,0.9,Sin riesgo,ND,ND
05,Antioquia,05055,Argelia,2007,63.2,Riesgo alto,63.2,Riesgo alto,ND,ND
05,Antioquia,05055,Argelia,2008,90.7,Inviable sanitariamente,90.7,Inviable sanitariamente,ND,ND
05,Antioquia,05055,Argelia,2009,88,Inviable sanitariamente,88.0,Inviable sanitariamente,ND,ND
05,Antioquia,05055,Argelia,2010,65.1,Riesgo alto,57.3,Riesgo alto,77.7,Riesgo alto
